URL,Fiyat,il,Ilce,Mahalle,Baslik,İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,Fiyat Durumu,Aciklama,Aidat,İlan Oluşturma Tarihi,Kira Getirisi,Balkon Durumu,Kattaki Daire Sayısı,Balkon Sayısı,WC Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,İpotek Durumu,Banyo Metrekare,Salon Metrekare,WC Metrekare,Görüntülü Gezilebilir mi?,Zemin Etüdü,Balkon Tipi,Pafta,Balkon Metrekare
https://www.emlakjet.com/ilan/bornava-inonu-mah-de-merkezi-konumda-satilik-21-dubleks-daire-18505744,3.600.000TL,İzmir,Bornova,İnönü Mahallesi,,18505744.0,28 Kasım 2025,Konut,Satılık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,Villa Tipi,3.0,Klimalı,Boş,Krediye Uygun,,Kat Mülkiyeti,Hayır,,Yok,2,Genel Fiyat,İlan Numarası18505744İlan Oluşturma Tarihi28 Kasım 2025İlan Güncelleme Tarihi28 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare80 m²Brüt Metrekare85 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatVilla TipiBinanın Kat Sayısı3Isıtma TipiKlimalıKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırAidat0 TLTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,0 TL,28 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-varyant-tower-esyali-11-satilik-daire-18327400,4.900.000TL,İzmir,Bornova,Rafet Paşa Mahallesi,,18327400.0,30 Ekim 2025,Konut,Satılık,Daire,40 m²,60 m²,1+1,3,7.Kat,25.0,VRV,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Eşyalı,Yok,1,Genel Fiyat,İlan Numarası18327400İlan Güncelleme Tarihi30 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare40 m²Brüt Metrekare60 m²Oda Sayısı1+1Binanın Yaşı3Bulunduğu Kat7.KatBinanın Kat Sayısı25Isıtma TipiVRVKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-merkeze-yurume-mesafesinde-31-dubleks-takasa-uygun-18476106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/point-avm-yakini-satilik-200m-3-genis-balkonlu-41-daire-18496137,5.270.000TL,İzmir,Bornova,Yeşilova Mahallesi,,18496137.0,26 Kasım 2025,Konut,Satılık,Daire,175 m²,200 m²,4+1,21 Ve Üzeri,5.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18496137İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare175 m²Brüt Metrekare200 m²Oda Sayısı4+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat5.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/deniz-ve-sehir-manzarali-genis-terasli-41-dubleks-daire-firsati-18360473,10.800.000TL,İzmir,Bornova,Atatürk Mahallesi,,18360473.0,06 Kasım 2025,Konut,Satılık,Daire,150 m²,170 m²,4+1,5-10,3.Kat,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Var,2,Genel Fiyat,İlan Numarası18360473İlan Güncelleme Tarihi06 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare150 m²Brüt Metrekare170 m²Oda Sayısı4+1Binanın Yaşı5-10Bulunduğu Kat3.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-erzenede-satilik-31-daire-18484223,3.500.000TL,İzmir,Bornova,Erzene Mahallesi,,18484223.0,25 Kasım 2025,Konut,Satılık,Daire,130 m²,145 m²,3+1,21 Ve Üzeri,3.Kat,30.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,,Kat Mülkiyeti,Hayır,Boş,Yok,3,Genel Fiyat,İlan Numarası18484223İlan Oluşturma Tarihi24 Kasım 2025İlan Güncelleme Tarihi25 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare130 m²Brüt Metrekare145 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı30Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYapı Durumuİkinci ElTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı3WC Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,24 Kasım 2025,,,,,2.0,,,İkinci El,,,,,,,,,,
https://www.emlakjet.com/ilan/izmir-bornova-dap-yapi-arkasinda-hizla-yukselen-projede-site-ici-21-31-uygunfiyata-satilikdairler-18404956,6.500.000TL,İzmir,Bornova,Barbaros Mahallesi,,18404956.0,12 Kasım 2025,Konut,Satılık,Daire,59 m²,70 m²,2+1,0 (Yeni),2.Kat,20.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,,Var,1,Genel Fiyat,İlan Numarası18404956İlan Güncelleme Tarihi12 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare59 m²Brüt Metrekare70 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı20Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorYapı DurumuYapım AşamasındaYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,Yapım Aşamasında,Betonarme,,,,,,,,,
https://www.emlakjet.com/ilan/izmir-buca-inkilap-mahallesi-hipodrum-yaninda-onuacik-doga-manzarali-130m2-31-arakat-ferah-daire-18404922,5.500.000TL,İzmir,Bornova,Doğanlar Mahallesi,,18404922.0,12 Kasım 2025,Konut,Satılık,Daire,130 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18404922İlan Güncelleme Tarihi12 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare130 m²Brüt Metrekare135 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorYapı Durumuİkinci ElTapu DurumuKat MülkiyetiSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,İkinci El,,,,,,,,,,
https://www.emlakjet.com/ilan/satilik-guzel-konum-31-daire-18423343,4.500.000TL,İzmir,Bornova,Erzene Mahallesi,,18423343.0,14 Kasım 2025,Konut,Satılık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,5.0,Doğalgaz Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Müstakil Tapulu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18423343İlan Güncelleme Tarihi14 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare120 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat2.KatBinanın Kat Sayısı5Isıtma TipiDoğalgaz SobalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuMüstakil TapuluSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-erzene-mah-ata-duraginda-21-ara-kat-satilik-daire-18394974,4.250.000TL,İzmir,Bornova,Erzene Mahallesi,,18394974.0,26 Kasım 2025,Konut,Satılık,Daire,70 m²,80 m²,2+1,21 Ve Üzeri,3.Kat,7.0,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18394974İlan Oluşturma Tarihi10 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare70 m²Brüt Metrekare80 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı7Isıtma TipiIsıtma YokKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,10 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/stadyum-metro-duragi-sokaginda-site-ici-esyali-satilik-daire-18394890,5.750.000TL,İzmir,Bornova,Kazımdirik Mahallesi,,18394890.0,27 Kasım 2025,Konut,Satılık,Daire,95 m²,105 m²,2+1,0 (Yeni),Bahçe Katı,7.0,Klimalı,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Eşyalı,Yok,1,Genel Fiyat,İlan Numarası18394890İlan Oluşturma Tarihi10 Kasım 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare95 m²Brüt Metrekare105 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Bulunduğu KatBahçe KatıBinanın Kat Sayısı7Isıtma TipiKlimalıKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,10 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/kw-cobans-tan-altindag-da-uygun-fiyatli-daire-18491213,2.500.000TL,İzmir,Bornova,Zafer Mahallesi,,18491213.0,27 Kasım 2025,Konut,Satılık,Daire,75 m²,85 m²,3+1,21 Ve Üzeri,Bahçe Katı,1.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Yatırıma Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18491213İlan Oluşturma Tarihi25 Kasım 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare75 m²Brüt Metrekare85 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatBahçe KatıBinanın Kat Sayısı1Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat MülkiyetiSite İçerisindeHayırİpotek DurumuYokEşya DurumuBoşAidat0 TLKira Getirisi25000 TLTakasYokBanyo Sayısı1Banyo Metrekare4 m²Balkon DurumuYokSalon Metrekare30 m²WC Sayısı1WC Metrekare4 m²Parsel2571Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetZemin EtüdüVarDaha Fazla Gör,0 TL,25 Kasım 2025,25000 TL,Yok,,,1.0,,2571.0,İkinci El,Betonarme,Yok,4 m²,30 m²,4 m²,Evet,Var,,,
https://www.emlakjet.com/ilan/meric-mahalesinde-masrafsiz-tadilatli-satilik-21-daire-18467524,2.600.000TL,İzmir,Bornova,Meriç Mahallesi,,18467524.0,22 Kasım 2025,Konut,Satılık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,Yüksek Giriş,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18467524İlan Oluşturma Tarihi22 Kasım 2025İlan Güncelleme Tarihi22 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare85 m²Brüt Metrekare90 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatYüksek GirişBinanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,22 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-saraykent-3-de-satilik-bahceli-dubleks-31-18484756,8.000.000TL,İzmir,Bornova,Erzene Mahallesi,,18484756.0,25 Kasım 2025,Konut,Satılık,Müstakil Ev,120 m²,150 m²,3+1,21 Ve Üzeri,,2.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Bilinmiyor,,Kat İrtifakı,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18484756İlan Oluşturma Tarihi24 Kasım 2025İlan Güncelleme Tarihi25 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare120 m²Brüt Metrekare150 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukBilinmiyorYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı1Ada8224Parsel1Fiyat DurumuGenel FiyatDaha Fazla Gör,,24 Kasım 2025,,,,,,8224.0,1.0,İkinci El,Betonarme,,,,,,,,,
https://www.emlakjet.com/ilan/artenew-den-bornova-merkezde-20-y-giris-satilik-daire-18492239,2.750.000TL,İzmir,Bornova,Ergene Mahallesi,,18492239.0,26 Kasım 2025,Konut,Satılık,Daire,77 m²,89 m²,2+0,21 Ve Üzeri,Yüksek Giriş,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Var,1,Genel Fiyat,İlan Numarası18492239İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare77 m²Brüt Metrekare89 m²Oda Sayısı2+0Binanın Yaşı21 Ve ÜzeriBulunduğu KatYüksek GirişBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/artenew-emlak-tan-bornova-kizilay-da-satilik-daire-18492236,3.650.000TL,İzmir,Bornova,Kızılay Mahallesi,,18492236.0,26 Kasım 2025,Konut,Satılık,Daire,77 m²,85 m²,2+1,5-10,Yüksek Giriş,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18492236İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare77 m²Brüt Metrekare85 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu KatYüksek GirişBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornovada-site-ici-izev-yapi-kalitesiyle-satilik-11-sifir-daire-18496127,3.990.000TL,İzmir,Bornova,Kemalpaşa Mahallesi,,18496127.0,26 Kasım 2025,Konut,Satılık,Daire,35 m²,45 m²,1+1,0 (Yeni),3.Kat,4.0,Yerden Isıtma,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18496127İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare35 m²Brüt Metrekare45 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat3.KatBinanın Kat Sayısı4Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-goldiva-kuzey-de-bos-oturmaya-hazir-31-satilik-daire-18466540,10.750.000TL,İzmir,Bornova,Rafet Paşa Mahallesi,,18466540.0,27 Kasım 2025,Konut,Satılık,Daire,145 m²,183 m²,3+1,21 Ve Üzeri,5.Kat,16.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,,Kat İrtifakı,Hayır,,Yok,2,Genel Fiyat,İlan Numarası18466540İlan Oluşturma Tarihi21 Kasım 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare145 m²Brüt Metrekare183 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat5.KatBinanın Kat Sayısı16Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıSite İçerisindeHayırAidat2800 TLTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,2800 TL,21 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-umit-mahallesinde-21-satilik-0-daire-18350339,3.250.000TL,İzmir,Bornova,Ümit Mahallesi,,18350339.0,04 Kasım 2025,Konut,Satılık,Daire,55 m²,60 m²,2+1,0 (Yeni),Düz Giriş (Zemin),2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18350339İlan Güncelleme Tarihi04 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare55 m²Brüt Metrekare60 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Bulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/mevlana-mahallesi-site-icerisin-de-11-yatirimlik-sifir-daire-18403049,4.250.000TL,İzmir,Bornova,Mevlana Mahallesi,,18403049.0,11 Kasım 2025,Konut,Satılık,Daire,40 m²,50 m²,1+1,0 (Yeni),5.Kat,6.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18403049İlan Güncelleme Tarihi11 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare40 m²Brüt Metrekare50 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat5.KatBinanın Kat Sayısı6Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/pinarbasi-nda-satilik-21-yeni-daire-18479715,4.500.000TL,İzmir,Bornova,Gürpınar Mahallesi,,18479715.0,24 Kasım 2025,Konut,Satılık,Daire,80 m²,90 m²,2+1,1,Yüksek Giriş,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Boş,Var,1,Genel Fiyat,İlan Numarası18479715İlan Oluşturma Tarihi24 Kasım 2025İlan Güncelleme Tarihi24 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare80 m²Brüt Metrekare90 m²Oda Sayısı2+1Binanın Yaşı1Bulunduğu KatYüksek GirişBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,24 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/modda-bulvar-11-yuksek-kira-getirili-satilik-daire-18496564,4.299.000TL,İzmir,Bornova,Koşukavak Mahallesi,,18496564.0,26 Kasım 2025,Konut,Satılık,Daire,41 m²,58 m²,1+1,1,10.Kat,24.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Bilinmiyor,,Kat İrtifakı,Hayır,,Var,1,Genel Fiyat,İlan Numarası18496564İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare41 m²Brüt Metrekare58 m²Oda Sayısı1+1Binanın Yaşı1Bulunduğu Kat10.KatBinanın Kat Sayısı24Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/izmir-bornova-ataturk-mah-satilik-11-daire-bahceli-18350160,2.450.000TL,İzmir,Bornova,Atatürk Mahallesi,,18350160.0,12 Kasım 2025,Konut,Satılık,Daire,50 m²,60 m²,1+1,11-15,Düz Giriş (Zemin),4.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18350160İlan Güncelleme Tarihi12 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare50 m²Brüt Metrekare60 m²Oda Sayısı1+1Binanın Yaşı11-15Bulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/merkezi-konumda-bornova-hukumet-konagi-arkasinda-satilik-daire-18415790,8.850.000TL,İzmir,Bornova,Erzene Mahallesi,,18415790.0,27 Kasım 2025,Konut,Satılık,Daire,135 m²,142 m²,3+1,21 Ve Üzeri,8.Kat,8.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18415790İlan Oluşturma Tarihi13 Kasım 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare135 m²Brüt Metrekare142 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat8.KatBinanın Kat Sayısı8Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,13 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/sertac-gayrimenkul-den-satilik-1-1-18464951,3.150.000TL,İzmir,Bornova,Erzene Mahallesi,,18464951.0,28 Kasım 2025,Konut,Satılık,Daire,45 m²,50 m²,1+1,2,Kot 2 (-2).Kat,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Yatırıma Uygun,Kooperatiften Tapu,Evet,Boş,Yok,1,Genel Fiyat,İlan Numarası18464951İlan Oluşturma Tarihi21 Kasım 2025İlan Güncelleme Tarihi28 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare45 m²Brüt Metrekare50 m²Oda Sayısı1+1Binanın Yaşı2Bulunduğu KatKot 2 (-2).KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKooperatiften TapuSite İçerisindeEvetİpotek DurumuYokEşya DurumuBoşAidat1 TLKira Getirisi25 TLTakasYokBanyo Sayısı1Banyo Metrekare1 m²Balkon DurumuYokBalkon Sayısı1Balkon TipiFransız BalkonSalon Metrekare15 m²WC Sayısı1WC Metrekare5 m²Pafta1Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?HayırZemin EtüdüVarDaha Fazla Gör,1 TL,21 Kasım 2025,25 TL,Yok,,1.0,1.0,,,İkinci El,Betonarme,Yok,1 m²,15 m²,5 m²,Hayır,Var,Fransız Balkon,1.0,
