URL,Fiyat,Baslik,İl,İlçe,Mahalle,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,Fiyat Durumu,Aciklama,Yapı Durumu,Yapı Tipi,Kira Getirisi,Balkon Durumu,Balkon Sayısı,Balkon Tipi,İpotek Durumu,Aidat,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Ada,Parsel,Görüntülü Gezilebilir mi?,Zemin Etüdü,Kattaki Daire Sayısı
https://www.emlakjet.com/ilan/merkezi-yerde-dogalgazli-21-esyali-satilik-daire-18164991,3.350.000 TL,,İzmir,Bornova,Doğanlar Mahallesi,18164991,,04 Ekim 2025,Konut,Satılık,Daire,90 m²,95 m²,2+1,16-20,3.Kat,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Var,1,Genel Fiyat,İlan Numarası18164991İlan Güncelleme Tarihi04 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare90 m²Brüt Metrekare95 m²Oda Sayısı2+1Binanın Yaşı16-20Bulunduğu Kat3.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/deniz-manzarali-full-esyali-11-dap-yapi-kulelerde-18084352,4.950.000 TL,,İzmir,Bornova,Barbaros Mahallesi,18084352,,19 Eylül 2025,Konut,Satılık,Daire,51 m²,68 m²,1+1,5-10,30.Kat,30,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Eşyalı,Yok,1,Genel Fiyat,İlan Numarası18084352İlan Güncelleme Tarihi19 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare51 m²Brüt Metrekare68 m²Oda Sayısı1+1Binanın Yaşı5-10Bulunduğu Kat30.KatBinanın Kat Sayısı30Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-yakakoyde-doganin-icinde-satilik-41-mustakil-ev-18139721,4.600.000 TL,,İzmir,Bornova,Yakaköy Mahallesi,18139721,,08 Ekim 2025,Konut,Satılık,Müstakil Ev,140 m²,150 m²,4+1,2,,2,Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Bilinmiyor,Müstakil Tapulu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18139721İlan Güncelleme Tarihi08 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare140 m²Brüt Metrekare150 m²Oda Sayısı4+1Binanın Yaşı2Binanın Kat Sayısı2Isıtma TipiSobalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuMüstakil TapuluEşya DurumuBoşSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/doga-dostu-ndan-ege-univ-yakini-titanic-evleri-31-satilik-18214802,7.350.000 TL,,İzmir,Bornova,Mevlana Mahallesi,18214802,,10 Ekim 2025,Konut,Satılık,Daire,120 m²,130 m²,3+1,5-10,7.Kat,7,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Boş,Yok,2,Genel Fiyat,İlan Numarası18214802İlan Güncelleme Tarihi10 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare120 m²Brüt Metrekare130 m²Oda Sayısı3+1Binanın Yaşı5-10Bulunduğu Kat7.KatBinanın Kat Sayısı7Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/turyap-tan-bornova-merkezde-satilik-bos-kapali-mutfak-21-daire-18206370,6.150.000 TL,,İzmir,Bornova,Ergene Mahallesi,18206370,,09 Ekim 2025,Konut,Satılık,Daire,70 m²,75 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18206370İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare70 m²Brüt Metrekare75 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu Kat4.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-kazimdirik-mah-asik-veysel-yakini-satilik-31-daire-18076925,4.500.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,18076925,,05 Ekim 2025,Konut,Satılık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,6.Kat,7,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18076925İlan Güncelleme Tarihi05 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare110 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat6.KatBinanın Kat Sayısı7Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/ataturk-mahallesinde-ara-kat-sifir-luks-11-kupon-daire-18280823,3.750.000 TL,,İzmir,Bornova,Atatürk Mahallesi,18280823,,22 Ekim 2025,Konut,Satılık,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,4,Isıtma Yok,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,,Var,1,Genel Fiyat,İlan Numarası18280823İlan Güncelleme Tarihi22 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare50 m²Brüt Metrekare55 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı4Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-yakakoyde-doganin-icinde-satilik-31-mustakil-ev-18116642,3.900.000 TL,,İzmir,Bornova,Yakaköy Mahallesi,18116642,,08 Ekim 2025,Konut,Satılık,Müstakil Ev,140 m²,150 m²,3+1,2,,2,Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Bilinmiyor,Hisseli Tapu,Hayır,Eşyalı,Var,2,Genel Fiyat,İlan Numarası18116642İlan Güncelleme Tarihi08 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare140 m²Brüt Metrekare150 m²Oda Sayısı3+1Binanın Yaşı2Binanın Kat Sayısı2Isıtma TipiSobalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuHisseli TapuEşya DurumuEşyalıSite İçerisindeHayırTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/doga-dostu-ndan-bornova-evka3-en-guzel-sokaginda-bahceli-31-18214823,8.500.000 TL,,İzmir,Bornova,Erzene Mahallesi,18214823,,10 Ekim 2025,Konut,Satılık,Daire,110 m²,135 m²,3+1,21 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Eşyalı,Var,1,Genel Fiyat,İlan Numarası18214823İlan Güncelleme Tarihi10 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare135 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatBahçe KatıBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuEşyalıTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-ciceklikoy-satilik-mustakil-ev-1-000-m2-bahce-18274486,15.500.000 TL,,İzmir,Bornova,Çiçekli Mahallesi,18274486,,21 Ekim 2025,Konut,Satılık,Villa,225 m²,250 m²,5+2,5-10,,2,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,,Arsa Tapulu,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18274486İlan Güncelleme Tarihi21 Ekim 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare225 m²Brüt Metrekare250 m²Oda Sayısı5+2Binanın Yaşı5-10Binanın Kat Sayısı2Isıtma TipiKlimalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye Uygun DeğilYapı Durumuİkinci ElTapu DurumuArsa TapuluEşya DurumuBoşSite İçerisindeHayırKira Getirisi40000 TLTakasYokBanyo Sayısı2WC Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,İkinci El,,40000 TL,,,,,,,,,2.0,,,,,,
https://www.emlakjet.com/ilan/bornova-mevlana-mahallesinde-satilik-21-esyali-daire-18179846,3.500.000 TL,,İzmir,Bornova,Mevlana Mahallesi,18179846,,08 Ekim 2025,Konut,Satılık,Daire,65 m²,70 m²,2+1,5-10,2.Kat,3,Klimalı,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Eşyalı,Var,1,Genel Fiyat,İlan Numarası18179846İlan Güncelleme Tarihi08 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare65 m²Brüt Metrekare70 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu Kat2.KatBinanın Kat Sayısı3Isıtma TipiKlimalıKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuEşyalıTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/11-satilik-daire-ege-universitesi-kampus-yakini-18141254,3.300.000 TL,,İzmir,Bornova,Mevlana Mahallesi,18141254,,15 Kasım 2025,Konut,Satılık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18141254İlan Güncelleme Tarihi15 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare45 m²Brüt Metrekare50 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/pinarbasi-gurpinar-mahallesinde-satilik-zemin-katta-21-daire-18127982,1.575.000 TL,,İzmir,Bornova,Gürpınar Mahallesi,18127982,,08 Ekim 2025,Konut,Satılık,Daire,90 m²,110 m²,2+1,16-20,Düz Giriş (Zemin),4,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Bilinmiyor,Arsa Tapulu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18127982İlan Güncelleme Tarihi08 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare90 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı16-20Bulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı4Isıtma TipiKlimalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuArsa TapuluSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/artenew-den-21-y-giris-bahceli-kelepir-bornova-merkezde-satilik-daire-18232508,2.750.000 TL,,İzmir,Bornova,Ergene Mahallesi,18232508,,13 Ekim 2025,Konut,Satılık,Daire,72 m²,85 m²,2+1,21 Ve Üzeri,Bahçe Katı,5,Isıtma Yok,Boş,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18232508İlan Güncelleme Tarihi13 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare72 m²Brüt Metrekare85 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatBahçe KatıBinanın Kat Sayısı5Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırAidat100 TLKira Getirisi25000 TLBanyo Sayısı1WC Sayısı1Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetDaha Fazla Gör,,,25000 TL,,,,,100 TL,,,,1.0,,,,Evet,,
https://www.emlakjet.com/ilan/bornova-gurpinar-da-ofis-veya-yasam-alani-icin-11-satilik-daire-18059628,2.250.000 TL,,İzmir,Bornova,Gürpınar Mahallesi,18059628,13 Eylül 2025,27 Kasım 2025,Konut,Satılık,Daire,70 m²,100 m²,1+1,21 Ve Üzeri,2.Kat,2,Isıtma Yok,Boş,Bilinmiyor,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18059628İlan Oluşturma Tarihi13 Eylül 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare70 m²Brüt Metrekare100 m²Oda Sayısı1+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat2.KatBinanın Kat Sayısı2Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukBilinmiyorYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/erzene-mahallesi-21-yatirima-uygun-firsat-satilik-daire-18147860,2.950.000 TL,,İzmir,Bornova,Erzene Mahallesi,18147860,,01 Ekim 2025,Konut,Satılık,Daire,60 m²,65 m²,2+1,21 Ve Üzeri,2.Kat,4,Klimalı,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Var,1,Genel Fiyat,İlan Numarası18147860İlan Güncelleme Tarihi01 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare60 m²Brüt Metrekare65 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat2.KatBinanın Kat Sayısı4Isıtma TipiKlimalıKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-altindag-da-satilik-21-daire-18159156,2.990.000 TL,,İzmir,Bornova,Zafer Mahallesi,18159156,,03 Kasım 2025,Konut,Satılık,Daire,70 m²,88 m²,2+1,21 Ve Üzeri,1.Kat,1,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18159156İlan Güncelleme Tarihi03 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare70 m²Brüt Metrekare88 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat1.KatBinanın Kat Sayısı1Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-merkezde-31-satilik-daire-18265812,4.250.000 TL,,İzmir,Bornova,Ergene Mahallesi,18265812,19 Ekim 2025,28 Kasım 2025,Konut,Satılık,Daire,90 m²,105 m²,3+1,21 Ve Üzeri,2.Kat,4,Isıtma Yok,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Var,1,Genel Fiyat,İlan Numarası18265812İlan Oluşturma Tarihi19 Ekim 2025İlan Güncelleme Tarihi28 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare90 m²Brüt Metrekare105 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat2.KatBinanın Kat Sayısı4Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-ataturk-mah-muhtesem-deniz-manzarali-satilik-72-villa-18104785,19.500.000 TL,,İzmir,Bornova,Atatürk Mahallesi,18104785,,22 Eylül 2025,Konut,Satılık,Villa,252 m²,270 m²,7+2,21 Ve Üzeri,,3,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,3,Genel Fiyat,İlan Numarası18104785İlan Güncelleme Tarihi22 Eylül 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare252 m²Brüt Metrekare270 m²Oda Sayısı7+2Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiEşya DurumuBoşSite İçerisindeHayırTakasYokBanyo Sayısı3Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/satilik-bornova-point-residence-11-daire-18101136,3.600.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,18101136,,22 Eylül 2025,Konut,Satılık,Daire,48 m²,55 m²,1+1,5-10,25.Kat,30,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Yok,1,Genel Fiyat,İlan Numarası18101136İlan Güncelleme Tarihi22 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare48 m²Brüt Metrekare55 m²Oda Sayısı1+1Binanın Yaşı5-10Bulunduğu Kat25.KatBinanın Kat Sayısı30Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/serintepe-mahallesinde-satilik-21-daire-18290142,1.600.000 TL,,İzmir,Bornova,Serintepe Mahallesi,18290142,,06 Kasım 2025,Konut,Satılık,Daire,68 m²,71 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Isıtma Yok,Boş,Krediye Uygun Değil,Bilinmiyor,Hisseli Tapu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18290142İlan Güncelleme Tarihi06 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare68 m²Brüt Metrekare71 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı3Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuHisseli TapuSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/cumba-gayrimenkulden-yesilova-mahallesinde-satilik-41-daire-18082480,10.500.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,18082480,17 Eylül 2025,23 Kasım 2025,Konut,Satılık,Daire,150 m²,165 m²,4+1,16-20,1.Kat,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18082480İlan Oluşturma Tarihi17 Eylül 2025İlan Güncelleme Tarihi23 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare150 m²Brüt Metrekare165 m²Oda Sayısı4+1Binanın Yaşı16-20Bulunduğu Kat1.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/doga-dostu-ndan-topcu-tugay-manzarali-135-m2-buyuk-tip-31-18214810,8.500.000 TL,,İzmir,Bornova,Erzene Mahallesi,18214810,,10 Ekim 2025,Konut,Satılık,Daire,120 m²,135 m²,3+1,5-10,5.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18214810İlan Güncelleme Tarihi10 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare120 m²Brüt Metrekare135 m²Oda Sayısı3+1Binanın Yaşı5-10Bulunduğu Kat5.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-varyant-tower-deniz-cephesi-satilik-11-daire-18065072,4.590.000 TL,,İzmir,Bornova,Rafet Paşa Mahallesi,18065072,,17 Eylül 2025,Konut,Satılık,Daire,36 m²,60 m²,1+1,3,7.Kat,25,VRV,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Yok,1,Genel Fiyat,İlan Numarası18065072İlan Güncelleme Tarihi17 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare36 m²Brüt Metrekare60 m²Oda Sayısı1+1Binanın Yaşı3Bulunduğu Kat7.KatBinanın Kat Sayısı25Isıtma TipiVRVKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-yakakoyde-hisse-tapulu-mesken-konut-18259863,2.550.000 TL,,İzmir,Bornova,Yakaköy Mahallesi,18259863,,19 Ekim 2025,Konut,Satılık,Müstakil Ev,100 m²,345 m²,2+1,5-10,,1,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Bilinmiyor,Hisseli Tapu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18259863İlan Güncelleme Tarihi19 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare100 m²Brüt Metrekare345 m²Oda Sayısı2+1Binanın Yaşı5-10Binanın Kat Sayısı1Isıtma TipiKlimalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuHisseli TapuEşya DurumuBoşSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/gho-life-dan-pinarbasi-gurpinar-mallesinde-satlik-mustakil-ev-18144317,7.750.000 TL,,İzmir,Bornova,Gürpınar Mahallesi,18144317,,27 Ekim 2025,Konut,Satılık,Daire,94 m²,104 m²,1+1,11-15,3.Kat,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18144317İlan Güncelleme Tarihi27 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare94 m²Brüt Metrekare104 m²Oda Sayısı1+1Binanın Yaşı11-15Bulunduğu Kat3.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYapı Durumuİkinci ElTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşAidat200 TLKira Getirisi30 TLTakasYokBanyo Sayısı1WC Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,İkinci El,,30 TL,,,,,200 TL,,,,2.0,,,,,,
