URL,Fiyat,Baslik,İl,İlçe,Mahalle,İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Tapu Durumu,Eşya Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,Aciklama,İlan Oluşturma Tarihi,Yapı Durumu,İpotek Durumu,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Salon Metrekare,WC Sayısı,WC Metrekare,Zemin Etüdü,Bulunduğu Kat,Yapı Tipi,Balkon Metrekare,Parsel,Görüntülü Gezilebilir mi?,Ada,Kira Getirisi,Aidat,Kattaki Daire Sayısı,Pafta
https://www.emlakjet.com/ilan/bornova-doganlar-da-31-satilik-luks-cati-dubleks-daire-17757628,5.750.000 TL,,İzmir,Bornova,Doğanlar Mahallesi,17757628,29 Kasım 2025,Konut,Satılık,Daire,100 m²,120 m²,3+1,0 (Yeni),5,Kombi Doğalgaz,Boş,Krediye Uygun,Yatırıma Uygun,Kat İrtifakı,Boş,Hayır,Yok,2,Genel Fiyat,"İlan Numarası17757628İlan Oluşturma Tarihi03 Ağustos 2025İlan Güncelleme Tarihi29 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare120 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu KatÇatı DubleksBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı DurumuSıfırYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırİpotek DurumuYokEşya DurumuBoşKira Getirisi35000 TLTakasYokBanyo Sayısı2Banyo Metrekare10 m²Balkon DurumuVarBalkon Sayısı2Balkon TipiAçık Balkon, Açık TerasBalkon Metrekare25 m²Salon Metrekare27 m²WC Sayısı2WC Metrekare3 m²Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetZemin EtüdüVarDaha Fazla Gör",03 Ağustos 2025,Sıfır,Yok,10 m²,Var,2,"Açık Balkon, Açık Teras",27 m²,2.0,3 m²,Var,Çatı Dubleks,Betonarme,25 m²,,Evet,,35000 TL,,,
https://www.emlakjet.com/ilan/bornova-dap-yapi-da-krediye-uygun-kiracili-daire-17840906,5.000.000 TL,,İzmir,Bornova,Barbaros Mahallesi,17840906,05 Kasım 2025,Konut,Satılık,Residence,56 m²,88 m²,1+1,4,30,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,,Kat İrtifakı,,Hayır,Yok,1,Genel Fiyat,İlan Numarası17840906İlan Güncelleme Tarihi05 Kasım 2025TürüKonutKategorisiSatılıkTipiResidenceNet Metrekare56 m²Brüt Metrekare88 m²Oda Sayısı1+1Binanın Yaşı4Bulunduğu Kat16.KatBinanın Kat Sayısı30Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,16.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/pinarbasi-nda-sifir-dogalgazli-21-satilik-daire-18022215,4.250.000 TL,,İzmir,Bornova,Gürpınar Mahallesi,18022215,03 Kasım 2025,Konut,Satılık,Daire,66 m²,85 m²,2+1,0 (Yeni),3,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası18022215İlan Oluşturma Tarihi07 Eylül 2025İlan Güncelleme Tarihi03 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare66 m²Brüt Metrekare85 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Bulunduğu Kat1.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,07 Eylül 2025,,,,,,,,,,,1.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/ikon-tower-da-esyali-satilik-11-daire-17985243,6.750.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,17985243,31 Ağustos 2025,Konut,Satılık,Daire,64 m²,75 m²,1+1,5-10,9,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Eşyalı,Evet,Yok,1,Genel Fiyat,İlan Numarası17985243İlan Güncelleme Tarihi31 Ağustos 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare64 m²Brüt Metrekare75 m²Oda Sayısı1+1Binanın Yaşı5-10Bulunduğu Kat8.KatBinanın Kat Sayısı9Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,8.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/gho-life-dan-bornova-goldiva-familya-da-21-firsat-daire-17934768,7.400.000 TL,,İzmir,Bornova,Meriç Mahallesi,17934768,13 Ekim 2025,Konut,Satılık,Daire,95 m²,110 m²,2+1,4,9,Merkezi Doğalgaz,Boş,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,Yok,2,Genel Fiyat,İlan Numarası17934768İlan Güncelleme Tarihi13 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare95 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı4Bulunduğu Kat5.KatBinanın Kat Sayısı9Isıtma TipiMerkezi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYapı DurumuSıfırTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşAidat3000000 TLKira Getirisi50000 TLTakasYokBanyo Sayısı2WC Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,Sıfır,,,,,,,2.0,,,5.Kat,,,,,,50000 TL,3000000 TL,,
https://www.emlakjet.com/ilan/sertac-gayrimenkulden-uc-arti-bir-17470214,4.250.000 TL,,İzmir,Bornova,Erzene Mahallesi,17470214,29 Kasım 2025,Konut,Satılık,Daire,110 m²,117 m²,3+1,21 Ve Üzeri,6,Kombi Doğalgaz,Boş,Krediye Uygun,Yatırıma Uygun,Kooperatiften Tapu,,Hayır,Yok,1,Genel Fiyat,İlan Numarası17470214İlan Oluşturma Tarihi11 Haziran 2025İlan Güncelleme Tarihi29 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare117 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı6Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKooperatiften TapuSite İçerisindeHayırTakasYokBanyo Sayısı1Balkon DurumuVarBalkon Sayısı1WC Sayısı1WC Metrekare7 m²Fiyat DurumuGenel FiyatDaha Fazla Gör,11 Haziran 2025,İkinci El,,,Var,1,,,1.0,7 m²,,3.Kat,Betonarme,,,,,,,,
https://www.emlakjet.com/ilan/form-bornova-yakini-onag-yasam-evleri-sitesinde-31-luks-daire-17984444,14.950.000 TL,,İzmir,Bornova,Rafet Paşa Mahallesi,17984444,31 Ağustos 2025,Konut,Satılık,Daire,180 m²,200 m²,3+1,5-10,12,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Boş,Evet,Yok,2,Genel Fiyat,İlan Numarası17984444İlan Güncelleme Tarihi31 Ağustos 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare180 m²Brüt Metrekare200 m²Oda Sayısı3+1Binanın Yaşı5-10Bulunduğu Kat12.KatBinanın Kat Sayısı12Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,12.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-k-park-ta-sifir-ultralux-satilik-31-otoparkli-daire-17976282,14.950.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17976282,07 Kasım 2025,Konut,Satılık,Daire,113 m²,125 m²,3+1,0 (Yeni),8,Yerden Isıtma,Boş,Bilinmiyor,Bilinmiyor,Kat İrtifakı,Boş,Hayır,Yok,2,Genel Fiyat,İlan Numarası17976282İlan Güncelleme Tarihi07 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare113 m²Brüt Metrekare125 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu Kat7.KatBinanın Kat Sayısı8Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukBilinmiyorYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,7.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/folkart-incity-de-havuz-manzarali-full-esyali-11-satilik-daire-17867274,7.800.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17867274,24 Ekim 2025,Konut,Satılık,Daire,35 m²,56 m²,1+1,4,28,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Eşyalı,Evet,Yok,1,Genel Fiyat,İlan Numarası17867274İlan Güncelleme Tarihi24 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare35 m²Brüt Metrekare56 m²Oda Sayısı1+1Binanın Yaşı4Bulunduğu Kat4.KatBinanın Kat Sayısı28Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,4.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/ferah-nezih-daire-17613094,4.350.000 TL,,İzmir,Bornova,İnönü Mahallesi,17613094,09 Kasım 2025,Konut,Satılık,Daire,100 m²,111 m²,3+1,21 Ve Üzeri,4,Kombi Doğalgaz,Boş,Krediye Uygun,Yatırıma Uygun,Kat Mülkiyeti,Boş,Hayır,Var,1,Genel Fiyat,İlan Numarası17613094İlan Güncelleme Tarihi09 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare111 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat2.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat Mülkiyetiİpotek DurumuYokSite İçerisindeHayırEşya DurumuBoşAidat0 TLKira Getirisi28000 TLTakasVarBanyo Sayısı1Balkon DurumuVarBalkon Sayısı2Balkon TipiAçık BalkonWC Sayısı1Ada3333Parsel6Fiyat DurumuGenel FiyatDaha Fazla Gör,,İkinci El,Yok,,Var,2,Açık Balkon,,1.0,,,2.Kat,Betonarme,,6.0,,3333.0,28000 TL,0 TL,,
https://www.emlakjet.com/ilan/kw-cobans-dan-bornova-camdibi-nde-4-kat-imarli-160-m-uygun-fiyatli-mustakil-ev-yenileme-firsati-17603110,3.850.000 TL,,İzmir,Bornova,Meriç Mahallesi,17603110,27 Kasım 2025,Konut,Satılık,Müstakil Ev,159 m²,160 m²,3+1,21 Ve Üzeri,1,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun,Yatırıma Uygun,Müstakil Tapulu,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17603110İlan Oluşturma Tarihi05 Temmuz 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare159 m²Brüt Metrekare160 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı1Isıtma TipiKlimalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiKagirTapu DurumuMüstakil Tapuluİpotek DurumuYokSite İçerisindeHayırEşya DurumuBoşAidat1 TLKira Getirisi30000 TLTakasYokBanyo Sayısı1Banyo Metrekare5 m²Balkon DurumuVarBalkon Sayısı1Balkon TipiAçık TerasBalkon Metrekare40 m²Salon Metrekare35 m²WC Sayısı1WC Metrekare4 m²Parsel3693Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetZemin EtüdüVarDaha Fazla Gör,05 Temmuz 2025,İkinci El,Yok,5 m²,Var,1,Açık Teras,35 m²,1.0,4 m²,Var,,Kagir,40 m²,3693.0,Evet,,30000 TL,1 TL,,
https://www.emlakjet.com/ilan/bornova-avcilar-prestij-te-31-satilik-bos-havuz-manzarali-daire-17852118,15.800.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17852118,26 Kasım 2025,Konut,Satılık,Daire,120 m²,145 m²,3+1,5-10,7,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Boş,Hayır,Var,2,Genel Fiyat,İlan Numarası17852118İlan Oluşturma Tarihi13 Ağustos 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare120 m²Brüt Metrekare145 m²Oda Sayısı3+1Binanın Yaşı5-10Bulunduğu Kat7.KatBinanın Kat Sayısı7Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,13 Ağustos 2025,,,,,,,,,,,7.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/yakakoy-de-350-m2-arsa-icerisinde-21-mustakil-17539473,1.690.000 TL,,İzmir,Bornova,Yakaköy Mahallesi,17539473,14 Ekim 2025,Konut,Satılık,Müstakil Ev,90 m²,350 m²,2+1,0 (Yeni),1,Isıtma Yok,Boş,Krediye Uygun Değil,Bilinmiyor,Hisseli Tapu,Boş,Hayır,Var,1,Genel Fiyat,İlan Numarası17539473İlan Güncelleme Tarihi14 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare90 m²Brüt Metrekare350 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Binanın Kat Sayısı1Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuHisseli TapuEşya DurumuBoşSite İçerisindeHayırTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/0-99-dan-baslayan-kredi-imkani-41-ebeveyn-banyolu-satilik-daire-17739167,24.000.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,17739167,30 Eylül 2025,Konut,Satılık,Daire,175 m²,210 m²,4+1,1,24,Yerden Isıtma,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Boş,Evet,Var,3,Genel Fiyat,İlan Numarası17739167İlan Güncelleme Tarihi30 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare175 m²Brüt Metrekare210 m²Oda Sayısı4+1Binanın Yaşı1Bulunduğu Kat20.KatBinanın Kat Sayısı24Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasVarBanyo Sayısı3Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,20.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-tuval-yapida-buyuk-tip-31-satilik-daire-17933576,7.900.000 TL,,İzmir,Bornova,Barbaros Mahallesi,17933576,08 Kasım 2025,Konut,Satılık,Daire,127 m²,142 m²,3+1,0 (Yeni),11,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Bilinmiyor,Kat Mülkiyeti,Boş,Evet,Yok,2,Genel Fiyat,İlan Numarası17933576İlan Güncelleme Tarihi08 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare127 m²Brüt Metrekare142 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu Kat8.KatBinanın Kat Sayısı11Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,8.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/sade-den-bornova-kizilay-mahallesin-satilik-mustakil-ev-ve-arsa-17835945,14.500.000 TL,,İzmir,Bornova,Kızılay Mahallesi,17835945,10 Kasım 2025,Konut,Satılık,Müstakil Ev,100 m²,399 m²,2+1,21 Ve Üzeri,1,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17835945İlan Güncelleme Tarihi10 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare100 m²Brüt Metrekare399 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı1Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıEşya DurumuBoşSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/ataturk-mahallesinde-5-katli-komple-bina-17755113,26.500.000 TL,,İzmir,Bornova,Atatürk Mahallesi,17755113,14 Kasım 2025,Konut,Satılık,Bina,600 m²,650 m²,9+ Oda,21 Ve Üzeri,5,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Yatırıma Uygun,Kat Mülkiyeti,Boş,Hayır,Yok,5,Genel Fiyat,İlan Numarası17755113İlan Güncelleme Tarihi14 Kasım 2025TürüKonutKategorisiSatılıkTipiBinaNet Metrekare600 m²Brüt Metrekare650 m²Oda Sayısı9+ OdaBinanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat Mülkiyetiİpotek DurumuYokEşya DurumuBoşSite İçerisindeHayırAidat50 TLKira Getirisi100000 TLTakasYokBanyo Sayısı5Banyo Metrekare6 m²Balkon DurumuVarKattaki Daire Sayısı5+Balkon Sayısı4 +Balkon TipiAçık BalkonBalkon Metrekare10 m²Salon Metrekare26 m²WC Sayısı5WC Metrekare6 m²Ada3569Parsel7Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetZemin EtüdüVarDaha Fazla Gör,,İkinci El,Yok,6 m²,Var,4 +,Açık Balkon,26 m²,5.0,6 m²,Var,,Betonarme,10 m²,7.0,Evet,3569.0,100000 TL,50 TL,5+,
https://www.emlakjet.com/ilan/folkart-time-10-park-cepheli-kiracisiz-satilik-daire-17565600,5.900.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17565600,18 Eylül 2025,Konut,Satılık,Daire,25 m²,37 m²,Stüdyo,5-10,9,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Eşyalı,Evet,Yok,1,Genel Fiyat,İlan Numarası17565600İlan Güncelleme Tarihi18 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare25 m²Brüt Metrekare37 m²Oda SayısıStüdyoBinanın Yaşı5-10Bulunduğu Kat6.KatBinanın Kat Sayısı9Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,6.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/real-center-bornova-neva-suits-de-genis-terasli-ultra-luks-11-17774555,5.250.000 TL,,İzmir,Bornova,Evka 3 Mahallesi,17774555,31 Ekim 2025,Konut,Satılık,Daire,40 m²,180 m²,1+1,0 (Yeni),5,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,,Evet,Var,1,Genel Fiyat,İlan Numarası17774555İlan Güncelleme Tarihi31 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare40 m²Brüt Metrekare180 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat1.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,1.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/kizilay-mahallesinde-satilik-31-dubleks-daire-17894229,6.500.000 TL,,İzmir,Bornova,Kızılay Mahallesi,17894229,15 Ekim 2025,Konut,Satılık,Daire,113 m²,138 m²,3+1,0 (Yeni),4,Kombi Doğalgaz,Boş,Krediye Uygun,Yatırıma Uygun,Kat İrtifakı,Boş,Hayır,Var,2,Genel Fiyat,İlan Numarası17894229İlan Güncelleme Tarihi15 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare113 m²Brüt Metrekare138 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu Kat1.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı DurumuSıfırYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşKira Getirisi35000 TLTakasVarBanyo Sayısı2Balkon DurumuVarFiyat DurumuGenel FiyatDaha Fazla Gör,,Sıfır,,,Var,,,,,,,1.Kat,Betonarme,,,,,35000 TL,,,
https://www.emlakjet.com/ilan/bornova-kizilay-mahallesi-nde-satilik-21-bahceli-ev-17949194,3.700.000 TL,,İzmir,Bornova,Kızılay Mahallesi,17949194,24 Ekim 2025,Konut,Satılık,Daire,86 m²,140 m²,2+1,21 Ve Üzeri,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17949194İlan Güncelleme Tarihi24 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare86 m²Brüt Metrekare140 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,Düz Giriş (Zemin),,,,,,,,,
https://www.emlakjet.com/ilan/forum-bornova-villa-17953729,80.000.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17953729,24 Kasım 2025,Konut,Satılık,Villa,290 m²,350 m²,5+2,0 (Yeni),4,Yerden Isıtma,Boş,Krediye Uygun,,Müstakil Tapulu,,Evet,Var,4,Genel Fiyat,İlan Numarası17953729İlan Oluşturma Tarihi25 Ağustos 2025İlan Güncelleme Tarihi24 Kasım 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare290 m²Brüt Metrekare350 m²Oda Sayısı5+2Binanın Yaşı0 (Yeni)Binanın Kat Sayısı4Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunYapı DurumuSıfırTapu DurumuMüstakil TapuluSite İçerisindeEvetTakasVarBanyo Sayısı4Balkon DurumuVarBalkon Sayısı3Balkon TipiAçık TerasFiyat DurumuGenel FiyatDaha Fazla Gör,25 Ağustos 2025,Sıfır,,,Var,3,Açık Teras,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-kucukpark-in-kalbinde-satilik-daire-17752950,3.850.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17752950,03 Kasım 2025,Konut,Satılık,Daire,110 m²,130 m²,3+1,16-20,5,Klimalı,Boş,Krediye Uygun,Bilinmiyor,Müstakil Tapulu,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17752950İlan Güncelleme Tarihi03 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare130 m²Oda Sayısı3+1Binanın Yaşı16-20Bulunduğu Kat4.KatBinanın Kat Sayısı5Isıtma TipiKlimalıKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuMüstakil TapuluSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,4.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/super-lux-ebevyn-banyolu-giyinme-odali-fuul-yapili-asansorlu-18029300,5.000.000 TL,,İzmir,Bornova,Evka 4 Mahallesi,18029300,22 Eylül 2025,Konut,Satılık,Daire,100 m²,110 m²,2+1,16-20,8,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Bilinmiyor,Kat Mülkiyeti,Boş,Hayır,Var,2,Genel Fiyat,İlan Numarası18029300İlan Güncelleme Tarihi22 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı16-20Bulunduğu Kat8.KatBinanın Kat Sayısı8Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,8.Kat,,,,,,,,,
